Text,Datetime,Language,Translation,Polarity,Subjectivity
patent  na rozmowę z premierem izraela  zasn ąć i co mi zrobicie biden ,2021-08-30 08:50:10+00:00,pl,A patent for a conversation with the prime minister of Israel to fall asleep and what a Biden will do ,0.0,0.0
bweglarczyk i tak napisze że to najlepszy prezydent usa  dziadek  biden  zamyślił się na spotkaniu z premierem izraela  ja  bym się bał dać mu psa pod opiekę a co dopiero największą armię czy kody atomowe to  się prosi o tragedię ,2021-08-30 05:23:55+00:00,pl,Bweglarczyk will write that this is the best US president Grandfather Biden thought about the meeting with the Prime Minister Israel I would be afraid to give him a dog under care and what just the biggest army or atomic codes are asking for a tragedy ,0.2,0.6
biden naftali bennett  nie  chodzi o to czy dziadzia zasnął czy nie ale o to że przez  nie mógł usiedzieć w jednej pozycji kopyto  na kopyto kopyto na kolano palec pod brodę na maskę łapy pod pachy co to jest  dzieci ę z ad hd czy prezydent usa ,2021-08-29 19:18:46+00:00,pl,Benen Naftali Bennett is not about whether the grandfathers fell asleep or not but that he could sit in one position of the hoof for the hoof for the knee on his knee under his beard on the mask of paws under the armpits What is the children with AD HD or US president ,0.0,0.0
to  nagranie wywołało szok media  biden  zasnął podczas spotkania z premierem izraela  ‍♂‍♂‍♂ ,2021-08-29 19:13:10+00:00,pl,This recording caused shock to MEDIA Biden fell asleep during a meeting with Prime Minister Israel ♂♂♂ ,0.0,0.0
jak  tam panie  listomasz jak tam nasza super druzyno platforma org biden  w przeciwieństwie do trumpa  faktycznie „odbudowuje pozycje usa na świecie ,2021-08-29 19:05:19+00:00,pl,"Like the Lord's lady, as our super team, the Org Biden platform, unlike Trump, actually ""rebuilds USA positions in the world ",0.16666666666666666,0.3833333333333333
zbyt  podobne by spać spokojnie campus polska   campus polska przysz łości  biden   biden must go   biden must resign  ,2021-08-29 17:37:40+00:00,pl,Visually Sleeping Campus Polska Campus Poland Future Biden Biden Must Go Bless Must Resign ,0.0,0.0625
szczujnik tv słaba prezydentura joe  biden  i po szykuje represje wobec katolików 🤦‍♂,2021-08-29 17:36:38+00:00,pl,SPRZYSKIAN TV weak presidency Joe Biden and after preparing repression against Catholics 🤦♂ ,-0.375,0.625
czy  joe  biden  zasnął podczas spotkania z premierem izraela  a obyś żył w ciekawych czasach mówili 🥱   pono ć biden  sleeping joe   źródło  ,2021-08-29 16:55:14+00:00,pl,Will Joe Biden fell asleep during the meeting with the Prime Minister of Israel and let me live in interesting times 🥱 said Biden Sleeping Joe Source ,0.3181818181818182,0.5
teraz  już nie jest ważne z kim się spotka biden  ważne czy uśnie czy nie,2021-08-29 15:28:28+00:00,pl,now it is no longer important with who the Biden will be important or elaborate or not ,0.43333333333333335,1.0
dziadzio  biden  przyciął komara podczas konferencji z premierem  izraela   ale jaja  ,2021-08-29 14:30:08+00:00,pl,Dziadzio Biden drafted a mosquito during a conference with the prime minister of Israel but eggs ,0.0,0.0
zagro żenie terrorystyczne w kabulu  jest bardzo poważne w ciągu  godzin tam może dojść do kolejnego zamachu  ostrzegł prezydent usa joe  biden   wi ęcej na paradyzja   ,2021-08-29 14:02:39+00:00,pl,"The threat of terrorist in Kabul is very serious within hours there may be another attack, the US president Joe Biden warned to paradise ",-0.43333333333333335,0.8666666666666667
bidet  przebil juz jelcyna   tamten byl przynajmniej pobudzony bo najebany d usa biden jews polska ,2021-08-29 13:52:41+00:00,pl,Bidet has already passed Jelcyna that was at least stimulated because najebana D USA Biden Jews Poland ,-0.3,0.4
są dziury i pęknięcia w osłonie medialnej biden a jak np na sympatyzującym portalu ale  jak ktoś zakłada że krytyka gniew na adm biden a w usa są uniweralne to się myli jak  na skalę pokoleniowej porażki i samozaorania pozycji usa krytyka w  jest umiarkowana wytłumiona ,2021-08-29 12:55:40+00:00,pl,"There are holes and cracks in the media shield of Biden and, for example, on a sympathizing portal, but if someone assumes that the criticism of anger on ADM Biden and the USA is outlawable, it is wrong as on a scale of generational failure and self-aligning position of the USA criticism in is moderate ",-0.37916666666666665,0.525
nast ępnym razem jak tam pojadą będzie sprzęt na miejscu  biden   ,2021-08-29 12:31:13+00:00,pl,"Next time, how will it go there on the Blesso site ",0.0,0.0
biden  biden  zasnął podczas spotkania z premierem izraela  🥱 ,2021-08-29 10:13:32+00:00,pl,Biden Biden fell asleep during a meeting with the Prime Minister of Israel 🥱 ,0.0,0.0
pkugiel  w  joe  biden  znalazł się w bardzo trudnej sytuacji zamach  w którym zginęło najwięcej od  lat amerykańskich żołnierzy to wielki problem polityczny i wizerunkowy dla prezydenta afganistan  kabul  ,2021-08-29 07:37:37+00:00,pl,PKUGIE in Joe Biden found himself in a very difficult situation in which the most had been killed since the years of American soldiers is a great political and image problem for President Afghanistan Kabul ,0.075,0.39166666666666666
świat  biden  ostrzega przed kolejnymi zamachami w kabulu  zapowiada  dalsze akcje odwetowe włączprawdę tvrepublika   ,2021-08-29 05:15:14+00:00,pl,The Biden world warns against subsequent navigations in Kabul announces further retaliation on tvrepublika ,0.0,0.275
biden  w ciągu  godzin w kabulu  może dojść do kolejnego zamachu ,2021-08-28 20:48:41+00:00,pl,Biden within hours of Kabul can come to another coup ,0.0,0.0
prezydent  usa joe  biden  o możliwym ,2021-08-28 20:45:21+00:00,pl,US President Joe Biden about possible ,0.0,1.0
zamachy  w kabulu   ciekawe  jest i będzie to co usa zrobi i jakie działania podejmie tak  jak pisałem isis nie da się pokonać w  można znać dowódców i innych ludzi w jednostkach isis ale rozsianych po świecie identyfikujących się z isis czekających na rozkaz jest masa biden ,2021-08-28 20:37:03+00:00,pl,Bathers in Kabul is interesting and it will be what the US will do and what actions will take as I wrote ISIS can not overcome in you can know commanders and other people in ISIS units but scattered in the world identifying from ISIS waiting for the order is a mass of Biden ,0.1875,0.4375
mo żliwy kolejny atak w afganistan  w ciągu   wsj biden  ,2021-08-28 20:22:42+00:00,pl,Possible next attack in Afghanistan within WSJ Biden ,0.0,0.5
taka  sytuacja   kto czasami komara nie przyciął przy notowaniach gpw niech pierwszy rzuci bananem biden   giełda sleepy joe  ,2021-08-28 20:12:12+00:00,pl,"Such a situation Who sometimes a mosquito did not drive when GPW quotes, let the first to throw a banana Biden Stock Exchange Sleepy Joe ",0.125,0.41666666666666663
jakim  cudem całe odium za zamach na lotnisku w kabulu  spadło na bidena  przecie ż to trump  w  r doprowadził do uwolnienia z pakistańskiego więzienia mułły baradara  taliba  z którym w lutym  r podpisał porozumienie o wycofaniu wojsk usa z afganistanu  ,2021-08-28 19:17:57+00:00,pl,"How a whole Odium after the attack on the airport in Kabul, after all, TRUMP in R led to the release from the Pakistani prison of Muły Baradar Taliba with whom in February R signed an agreement on the withdrawal of US troops from Afghanistan ",0.2,0.4
dziadek  biden  całkiem w stylu żywego pomnika  twbolek  wa łęsy   jak  geje i ludzie ich pokroju chcą sobie paradować to niech sobie wybudują nową warszaw ę te  wybudowali ludzie biali i mają do niej prawo  pogratulowa ć ,2021-08-28 19:08:15+00:00,pl,"Grandfather Biden quite a lively-like monument Twbolek Wa Łęsy as gays and people like them want to parade, let them build new Warsaw to build white people and have the right to congratulate ",0.04301948051948051,0.3058982683982684
joe  biden  mówi że kolejny atak w kabulu  jest bardzo prawdopodobny w ciągu najbliższych  godzin  president  biden  says next attack in kabul  is highly likely within next  hours ,2021-08-28 19:06:44+00:00,pl,Joe Biden says that another attack in Kabul is very likely in the coming hours of President Biden Says Next Attack in Kabul Is Highly Likely Within Next Hours ,0.0,0.5
joe biden  traci na znaczeniu  kryzys  w afganistanie  zaczął chwiać jego prezydenturą co zauważają nawet eksperci którzy do tej pory go wspierali  afganistan afganistan burning  biden   ,2021-08-28 19:04:51+00:00,pl,"Joe Biden loses his crisis in Afghanistan, he began to wade his presidency, which even notes experts who had to support Afghanistan Afghanistan Burning Biden so far ",-0.09999999999999999,0.55
info od kumpla  światowemu kongresowi  żydowskich organizacji  gej ów i lesbijek  odmówiono przyjęcia w skład światowego kongresu  żydów to  antysemityzm czy homofobia   lgbt pis duda rownosc niebinarni polska judesj biden,2021-08-28 18:31:37+00:00,pl,"Info from the Buddy of the World Congress of Jewish Gay Organizations and Lesbian was refused acceptance of the World Jewish Congress, the Jewish Congress is anti-Semitism or Homophobia LGBT PiS Duda Dudnosci Czycarni Polska Judesj Biden ",0.10416666666666667,0.14583333333333334
arturoo artur  jad ą też po biden  i po unii  europejskiej  a w holandii   kilkudziesięciu oszołomów protestowało by nie sprowadzać uchodźców było w wiadomo ścitvpi s,2021-08-28 18:21:50+00:00,pl,"Arturoo Artur Jad them also after Biden and after the European Union and in the Netherlands dozens of stunners, it would protest not to bring refugees in the Ścitvpi S ",0.0,0.0
joe  biden  jest beeee bo nie zostawił choćby  tys żołnierzy w afghanistan   ilu  żołnierzy zostawił anrzej  d ❓🤔 taki  przekaz idzie w szczujnik tv 🤦‍♂,2021-08-28 17:55:11+00:00,pl,Joe Biden is Beeee because he did not leave even though soldiers in Afghanistan how many soldiers left Anej D ❓🤔 such a message goes into a stitch tv 🤦♂ ,0.16666666666666666,0.3333333333333333
spos ób wyjścia usa z afganistanu  był najgłupszym ruchem w historii ameryki  a wojskowi dowódcy i prezydent joe  biden  skupieni są bardziej na lewicowej ideologii niż bezpieczeństwie  stwierdził prezydent donald  trump   wi ęcej na paradyzja   ,2021-08-28 17:23:33+00:00,pl,The way of US departure from Afghanistan was the stupidest movement in the history of America and the military commander and president Joe Biden focused are more on the leftist ideology than the safety stated President Donald Trump. ,0.11666666666666668,0.39999999999999997
 ale  żeby bweglarczyk tak otwarcie krytykował biden a nie przypuszczałabym,2021-08-28 15:35:18+00:00,pl,But so that Bweglarczyk criticized Biden so openly and I would not think ,0.0,0.5
