Text,Datetime,Translation,Language,Polarity,Subjectivity
mientras los  dejan los perros militares abandonados en afganistan  criminal  trump condecorò a conan el perro que participò en la operaciòn en la que cayò el lider  del estado islamico  ,2021-08-31 19:14:42+00:00,"While they leave them the abandoned military dogs in Afghanistan Criminal Trump, he convicted to Conan the dog that participated in the operation in which the leadership of the Islamic State fell ",es,-0.25,0.325
pero  trump  era el equivocado🤡 ,2021-08-31 18:56:29+00:00,But Trump was the wrong one ,es,-0.5,0.9
los  perros militares  fueron ab andonados en afganistan    llega  el momento en que hay que desobedecer ordenes  y este era uno de ellos   trump  condecorò a conan  el perro  que participò en la operaciòn que cayò el lider del estado  islamico   ,2021-08-31 18:50:51+00:00,The military dogs were AB tapas in Afghanistan comes the time when you have to disobey orders and this was one of them Trump Dececorò to Conan the dog that participated in the operation that the leadership of the Islamic State fell ,es,-0.1,0.1
 alessacanada mi  pregunta es si su hijo hubiera muerto en afganistan  bajo las ordenes de trump  se hubiera dirigido al presidente de eeuu de la misma forma estoy  seguro de que no su  reacción de odio fue hacia biden y a lo que biden representa y eso es un falta de respeto a su hijo,2021-08-31 18:45:05+00:00,Alessacanada my question is if his son had died in Afghanistan under Trump's orders he would have addressed the US president in the same way I am sure that not his hate reaction was to Biden and what Biden represents and that is a lack of Respect for your child ,es,-0.10000000000000002,0.637962962962963
amlo revela pacto con trump   nota  ,2021-08-31 18:35:40+00:00,AMLO Reveals Covenant with Trump Note ,es,0.0,0.0
trump  propone bombardear a los talibanes  si no devuelven de inmediato todo el equipo militar de eeuu biden  debería exigir devolución inmediata de todo el equipo militar en afganistan    a través de julio mshiling ,2021-08-31 18:29:54+00:00,TRUMP proposes to bomb the Taliban if they do not immediately return all US military equipment Biden should demand immediate return from all military team in Afghanistan through Julio Mshiling ,es,-0.1,0.1
poblaci ón cuba   y  meses enfrenta covid  bajo medidas coercitivas de estados unidos  que afectan también a la saludpublica  el  gobierno de biden  sigue apostando a que funcione el bloqueo   recrudecido por trump  sin importar cuán inhumano resulta su experimento,2021-08-31 18:16:01+00:00,"Population Cuba and months ago Covid under coercive measures of the United States that also affect the health, the Biden Government is still betting on the functioning of the blockade recruited by Trump regardless of how inhuman its experiment results ",es,0.0,0.0
si  te gusta trump  y quieres estar al día de sus videos y save america   debes  seguir este perfil de soporte  loco  rubio  donald  j trump  trump   usa ,2021-08-31 17:41:22+00:00,If you like Trump and you want to be up to date with your videos and Save America you must follow this profile for crazy Blonde Donald J Trump Trump USA ,es,-0.3,0.45
pero  como biden es   intocable la mayoría de la prensa calladiiitaaaaa si hubiese sido trump  s imaginan biden is adisgrace  bidenisa failure  ,2021-08-31 17:28:33+00:00,But as Biden is untouchable most of the press calladiiitaaaaa if it had been trump s imaginan biden is adisgrace bidenisa failure ,es,0.09166666666666665,0.4
usa  gop trump  eric trump  gop sen ted cruz  rep carlos  elnuevoherald mario db ma elvira salazar  sen rubio press  cnnee alexotaola hola otaola  cuba adn  cyber cuba  eliecercuba cubanoselmundo  cubadecide periodicocubano granma digital  cubadebatecu potus senator menendez  ,2021-08-31 17:22:13+00:00,USA GOP TRUM ERIC TRUMP GOP SEN TED CROSS REP Carleno Elvira Salazar Sen Rubio Press CNNEE Alexotaola Hello Otaola Cuba DNA Cyber Cuba Eliecercuba CubanSelmundo Cubadecide Potus Senator Menendez ,es,0.0,0.0
lópez obrador  revela que había un pacto de silencio con trump  sobre el muro   nacional    enfoque  noticias   efe ,2021-08-31 17:19:48+00:00,López Obrador reveals that there was a silence pact with Trump on the National Wall Focus News EFE ,es,0.0,0.0
amlo revela pacto de silencio sobre el muro entre él y trump  méxico estados unidos   muro  ,2021-08-31 17:12:51+00:00,AMLO Relavals Pact of Silence on the Wall between him and Trump Mexico United States Wall ,es,0.0,0.0
amlo revela pacto de silencio sobre el muro entre él y trump  méxico estados unidos   muro  ,2021-08-31 17:12:41+00:00,AMLO Relavals Pact of Silence on the Wall between him and Trump Mexico United States Wall ,es,0.0,0.0
el  payaso de las cachetadas es lopez    preg úntenle a trump   nytimes washingtonpost elpais ,2021-08-31 17:10:08+00:00,The clown of the slaps is LOPEZ Preg make it Trump Nytimes WashingtonPost Elpais ,es,0.0,0.0
oj o donald  trump   felicita a viktor  orban   por sus ideas de libertad patria y defensa de sus fronteras tambi én le agradece el apoyo que le han mostrado y le felicita por la entrevista con tucker carlson  en la fox  ,2021-08-31 17:04:06+00:00,OJ or Donald Trump congratulates Viktor Orban for his ideas of homeland and defense of his borders also appreciates him the support he has shown him and congratulates him by the interview with Tucker Carlson at Fox ,es,0.0,0.0
   comunicado  de prensa sobre la situación en afganist án  interhn  afganistan  afghanistan  eeuu trump  ,2021-08-31 16:17:47+00:00,Press release on the situation in Afghanistan Intern Afghanistan Afghanistan US Trump ,es,0.0,0.0
¡atención  ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda   ,2021-08-31 16:12:59+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
nojodas  fin de mundoayudar a quienes le tumbaron  torres y mataron un coñzazo de gentede verdad esa vaina la hace trump  y fuesen tumbado la casa  blancael  pueblo debería salir a protestar y solicitar que biden  sea depuesto ,2021-08-31 16:04:48+00:00,"Nojodas End of WorldAyar those who knocked on Torres and killed a people of people, true that pod does Trump and were lying on the White House the village should go to protest and request that they bidhen be deposed ",es,0.04999999999999999,0.21666666666666667
alfonsoussia y también a los pobres perros que ha dejado abandonados y encerrados en sus cestas muriendo de pena y hambre me  juego un frankfurt  en pedralbes  que con trump  los talibanes ni pedo se hubieran tirado,2021-08-31 15:32:09+00:00,AlfonSussia and also the poor dogs who have left abandoned and locked up in their baskets dying of pity and hunger I played a Frankfurt in Pedralbes that with Trump the Taliban nor fart would have been thrown away ,es,-0.16666666666666666,0.26666666666666666
el  papa  francisco  aseveró que en la retirada de las tropas norteamericanas y sus aliados de la otan de afganist án no se tuvieron en cuenta todas las eventualidades  noticias news ultimahora usa eeuu ultimahora ultimasnoticias otan biden trump,2021-08-31 15:25:24+00:00,"Pope Francis said that in the withdrawal of the North American troops and their NATO Aphganist allies, all eventualities News News Ultimahora Usa Ultimahora Ultimasnoticias NATO Biden Trump ",es,0.0,0.0
atencion  ¡atención  ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda   ,2021-08-31 15:13:12+00:00,"ATTENTION CAUTION Was Trump became a religion, take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
trump  les entregamos un país en bandeja de plata joe  debería disculparse y dejar de excusarse con tonterías para que piensen que lo que hizo fue bueno  deber íamos habernos retirado pero deberíamos habernos retirado de una manera totalmente diferente  impeach biden  ,2021-08-31 15:08:19+00:00,Trump gave them a country in a Silver Tray Joe should apologize and stop excusing themselves with nonsense so that they think that what he did was good should we have retired but we should have retired in a totally different way impeach biden ,es,0.35,0.6000000000000001
los  que dicen que trump  dio la orden de salir de afganistan  no tienen la más somera idea de lo que dicen no han leído los documentos ni tampoco conocen de los detalles de lo que estaban planificando jamás se tuvo previsto un abandono del país de esta manera tan vil y absurda,2021-08-31 14:43:03+00:00,"Those who say that Trump gave the order to leave Afghanistan do not have the somer idea of what they say they have not read the documents nor do they know the details of what they were planning, there was never planned an abandonment of the country so vile and absurd ",es,-0.5,1.0
eeuu expresidente  trump  cree que su nación debería tomar medidas militares si los talibanes no devuelven los miles de millones de dólares en equipos militares que quedaron en afganist án ,2021-08-31 13:50:21+00:00,US Perimidident Trump believes that his nation should take military measures if the Taliban do not return the billions of dollars in military teams that remained in Afghanist. ,es,-0.1,0.1
mexico  presidente  lópez obrador  presenta su libro a la mitad del camino un texto que recomienda leer a sus adversarios políticos y en el que se dedica a hacer un recuento de la relación que ha sostenido con el gobierno  de eeuu en especial con el exmandatario trump  ,2021-08-31 13:48:39+00:00,Mexico President López Obrador presents his book in the middle of the way a text he recommends reading his political adversaries and in which he is dedicated to making a recount of the relationship he has sustained with the Government of the US especially with Extender Trump ,es,0.0,0.3666666666666667
donald  trump  propone lanzar una invasión a afganist án si talib án no devuelve los costosos equipos que dejaron las tropas de eeuu al salir de este país  ,2021-08-31 13:22:17+00:00,Donald Trump proposes to launch an invasion of Afghanist SI TALIB ANS Returns the expensive teams that left US troops when leaving this country ,es,-0.25,0.35
el  gobierno de trump  inició las deportaciones mediante el  que corresponde al supuesto de salud pública aunque este recurso legal ha sido más utilizado por la administración biden  eunice rendon    vía aristegui online  ,2021-08-31 13:17:46+00:00,The Government of Trump began deportations through which it corresponds to the case of public health although this legal resource has been more used by the Biden Eunice Rendon administration via Aristegui Online ,es,0.2333333333333333,0.25555555555555554
el   lo puso en marchar trump  pero lo ha utilizado mucho más biden   con casi un  más de personas regresadas bajo este supuesto ellos  mencionan q no es una políticamigratoria sino un tema de salud pública aristegui online    entrevista     ,2021-08-31 12:36:14+00:00,He put him to march Trump but he has used it much more biden with almost one more people returned under this alleged they mention that it is not a politicamigratory but a public health issue Aristegui Online Interview ,es,0.225,0.2916666666666667
donald  trump  propone lanzar una invasión a afganistan  si taliban  no devuelve los costosos equipos que dejaron las tropas de eeuu al salir de este país   nota  completa   ,2021-08-31 12:21:08+00:00,Donald Trump proposes to launch an invasion to Afghanistan if Taliban does not return the expensive teams that left US troops when leaving this country full note ,es,-0.05000000000000001,0.4166666666666667
 la  cámara prepara batalla para sortear el privilegio ejecutivo de trump  en la investigación del  de enero ,2021-08-31 12:20:00+00:00,The camera prepares battle to avoid the executive privilege of Trump in the January research ,es,0.0,0.0
siempre  recuerdo la frase de trump   no  vienen por mi vienen  por ustedes  hasta  los perros sabían eso y lo están pagando ,2021-08-31 11:21:33+00:00,I always remember Trump's phrase do not come for me come for you to the dogs knew that and they are paying it ,es,0.0,0.0
cortesal  avendano cr es  una cuestión de percepción a una persona decente no le parece bonita la hablada de trump  pero para sus adictos es como escuchar el serm ón de la monta ña igual  que las estupideces de ch ávez nos sonaban horribles a muchos pero sus seguidores lo escuchaban extasiados,2021-08-31 10:41:01+00:00,Courtesal Avendano CR is a matter of perception to a decent person does not seem pretty the spoken of Trump but for his addicts is like listening to the SERM Ón of the Ña Monta as the Embez Estupidities were horrible to many but his followers They listened ecstaticly ,es,-0.020833333333333343,0.7916666666666666
donde  están los q se pasaron  años hablando  de trump y ahora tan calladitos con lo de afghanistan  no los leo 🤔🤔,2021-08-31 10:37:51+00:00,where are those who spent years talking about Trump and now so calladitos with the Afghanistan I do not read them 🤔🤔 ,es,-0.1,0.1
¡atención ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda   ,2021-08-31 10:30:48+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
presidente  presidente  est á aún en una reunión con el primer ministro de israel    felicidades  a los que votaron por biden  usa  la  idea era escoger cualquier cosa como presidente porque trump  les caía mal ,2021-08-31 06:28:56+00:00,"President President is still at a meeting with Israel's prime minister, congratulations to those who voted for Biden uses the idea was to choose anything as president because Trump fell badly ",es,-0.6999999999999998,0.6666666666666666
afganistán y el mundo posamericano– entre  el asalto al capitolio  y la retirada de kabul  el inquietante final de toda una era –  – afghanistan   banalization of evil   trump biden  – ucomillas ibfranklin  fund con esp eeuu fulbright spain  comillas rriiti ,2021-08-31 06:25:10+00:00,Afghanistan and the Pezzled World - between the assault on the Capitol and the withdrawal of Kabul the unsettling end of an era - - Afghanistan Banalization of Evil Trump Biden - Ucomillas Ibfranklin Fund with ESP US Fulbright Spain Comillas Rriiti ,es,-0.75,0.85
afganist án talibanes trump  fue  trump  quien negoció la liberación de  talibanes afganist án y nosotros   víctimas del vergonzoso y trágico acuerdo entre donald  trump  y los talibanes    ,2021-08-31 05:59:24+00:00,Afghanist Taliban Trump was Trump who negotiated the Liberation of Taliban Afghanist and we victims of the shameful and tragic agreement between Donald Trump and the Taliban ,es,-0.75,0.75
el  presidente  trump   pasa a la historia como quien   puso  a raya a china   puso  a raya a rusia    puso  a raya a corea  del norte    puso  a raya a ir án   elimin ó al estado  isl ámico   elimin ó a soleimanni    ,2021-08-31 05:14:52+00:00,President Trump passes into history as he put at Raya to China rushed Russia stood at Raya to North Korea rushed to go eliminating AMIC ISL eliminated or soleimanni ,es,0.0,0.0
nomas cne por  cierto acá el tratamiento recibido por trump  en su momento de  ,2021-08-31 04:25:22+00:00,"Nomas CNE By the way, the treatment received by Trump at the time of ",es,0.0,0.0
ya  se dieron cuenta que joe biden  es exactamente lo que pensaban que era trump  ,2021-08-31 04:07:04+00:00,They realized that Joe Biden is exactly what they thought was Trump ,es,0.25,0.25
donald  trump  sugiere que su nación debería tomar medidas militares si los talibanes no devuelven los miles de millones de dólares en equipos militares que quedaron en afganist án ,2021-08-31 03:33:02+00:00,Donald Trump suggests that his nation should take military measures if the Taliban do not return the billions of dollars in military teams that remained in Afghanist ,es,-0.1,0.1
atencion  ¡atención  ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda   ,2021-08-31 03:20:09+00:00,"ATTENTION CAUTION Was Trump became a religion, take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
y el padre que defendia a los migrantes y que aseguraba que el cacas  lopezobrador iba a negociar con trump  que les dieran trato digno  solalinde sheinbaum represora  liga de guerreros  ,2021-08-31 02:50:25+00:00,and the Father who defended the migrants and who claimed that the Lopezobrador CaCas was going to negotiate with Trump that gave them decent treatment SOLALINDE sheInbaum represe ,es,0.16666666666666666,0.6666666666666666
atención   ¡atención  ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda   ,2021-08-31 01:50:38+00:00,"ATTENTION CAUTION Was Trump became a religion, take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
atención ¡atención  ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda   ,2021-08-31 01:35:09+00:00,"ATTENTION CAUTION Was Trump became a religion, take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
trump   nunca en la historia se manejó tan mal una retirada de guerra  todo  el equipamiento que quedó en manos del talibán debe ser devuelto a estados  unidos  y si no aceptan debemos ir con toda la fuerza militar o al menos bombardearlos hasta el  infierno ,2021-08-31 00:54:19+00:00,Trump never in history was handled so badly a retreat of war all the equipment that was left in the hands of the Taliban must be returned to the United States and if they do not accept we must go with all the military force or at least bombard them until hell ,es,-0.27499999999999997,0.29166666666666663
nra trumplosers ,2021-08-31 00:36:26+00:00,NRA shortlosers ,es,0.0,0.0
por  eso sí trump fuera el presidente esta infrahumana situación habría terminado ya  me  disculpan pero aquí no hay más caminos freedom for cuba ,2021-08-31 00:35:31+00:00,That's why Trump was the president this infrahumana situation would have finished already excuse me but here there are no more roads Freedom for Cuba ,es,-0.15,0.275
revista semana  el  presidente que tiene a colombia   inundada de cocaína impunidad y comunismo no apoya a trump  era de esperarse que ivan duque  no apoye a trump  solo hace más grande a trump ,2021-08-30 23:10:01+00:00,Week Magazine The president who has Colombia flooded with cocaine impunity and communism does not support Trump was to be expected that Ivan Duque does not support Trump only makes Trump larger ,es,-0.03333333333333333,0.6333333333333333
¡atención  ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda     ,2021-08-30 23:01:42+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
¡atención  ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda   ,2021-08-30 22:56:10+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
lo  que trump   y biden   le regalaron a isis daesh  ,2021-08-30 22:48:54+00:00,what Trump and Biden gave to Isis Daesh ,es,0.0,0.0
atencion  ¡atención  ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda   ,2021-08-30 22:35:50+00:00,"ATTENTION CAUTION Was Trump became a religion, take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
trump  pide una operación militar contra los talibanes si se niegan a devolver armas y equipos estadounidenses por valor de miles de millones de dólares trump  afganistan  taliban  ,2021-08-30 22:00:34+00:00,Trump asks for a military operation against Taliban if they refuse to return US weapons and equipment worth billions of Trump Dollars Afghanistan Taliban ,es,0.09999999999999999,0.1
afganist án talibanes trump  biden  eeuu europa  espa ña afganist án y nosotros   víctimas del vergonzoso y trágico acuerdo entre donald  trump  y los talibanes    ,2021-08-30 21:31:01+00:00,Afghanistan Taliban Trump Biden USA Europe Spain Afghanistan and we victims of shameful and tragic agreement between Donald Trump and the Taliban ,es,-0.75,0.75
¡atención ¿se  convirtió trump  en una religión sacan  imagen de  donald  trump  en forma de buda                                             ,2021-08-30 21:10:41+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
taliban  afghanistan  covid covid  vaccines biden disaster  trump  ,2021-08-30 21:06:14+00:00,taliban  afghanistan  covid covid  vaccines biden disaster  trump ,es,0.0,0.0
trump   ¿el  fin de la migración cero por qué ahora menos mexicanos regresan a su país desde eeuu — hasta  hace no mucho la tendencia era que más migrantes mexicanos regresaban a su país desde estados  unidos  q ,2021-08-30 21:00:04+00:00,Trump The end of zero migration why now less Mexican returned to their country since the US - until not much the trend was that more Mexican migrants returned to their country from the United States Q ,es,0.04666666666666667,0.15333333333333332
¡atención ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda                                         ,2021-08-30 20:56:06+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
federicoalves entonces  según tu muy acreditada opinión ¿este es el perfil de los que votaron por trump  francamente  vale deja  de avergonzar a tu familia y entrega ese celular que se ha vuelto tu peor enemigo das  pena ajena ,2021-08-30 20:52:04+00:00,"FedericoAlves Then according to your very accredited opinion, this is the profile of those who voted for Trump frankly, it stops embarrassed your family and delivering that cell that has become your worst enemy das Pena alien ",es,-0.35000000000000003,0.6833333333333332
declaraci ón de trump  sobre la situación de afganist án  nunca  en la historia una retirada de la guerra se había manejado tan mal o de forma tan incompetente como la retirada de afganist án de la administración biden  ,2021-08-30 20:45:56+00:00,Declaration of Trump on the situation of Afghanist never in history A withdrawal of the war had been handled as badly or as incompetently as the withdrawal of Afghanist of the Administration Biden ,es,-0.39999999999999997,0.43333333333333335
ma ñana en actualidad ln  afganist án el peligro que enfrentamos  ericrojo coronel  retirado  del ejercito  de usa   marines  y asesor de veteranos durante la administración trump   jaime  delgado  lance  corporal  usmc veteran   ⏰   de miami     redes  soc  ,2021-08-30 20:38:41+00:00,Ma Ñana at present LN Afghanist the danger we face Ericrojo Colonel withdrawn from US Marines and Veterans Advisor during the Trump administration Jaime Delgado Body Lance USMC VETERAN ⏰ by Miami Networks SOC ,es,0.0,0.0
¡atención ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda                                 ,2021-08-30 20:37:59+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
 noticias hoy eeuu agosto  los ponen a sudar no se esperaban esto n  a través de you tube  talibanes  afganistan  kabul  eeuu biden  joe biden  trump ,2021-08-30 20:29:14+00:00,"News today USA August puts them to sweat, this N Through You Tube Taliban Afghanistan Kabul US Biden Joe Biden Trump ",es,0.0,0.0
usa  estados  unidos   eeuu   declaraci ón de donald  trump  sobre los  mil millones de dólares en armamento  estadounidense que ahora están en manos de los talibanes  ,2021-08-30 20:25:18+00:00,USA United States USA Donald Trump statement on a billion dollars in US armaments that are now in the hands of Taliban ,es,0.0,0.0
declaraci ón de trump  sobre la situación de afganist án  nunca  en la historia una retirada de la guerra se había manejado tan mal o de forma tan incompetente como la retirada de afganist án de la administración biden  ,2021-08-30 20:23:04+00:00,Declaration of Trump on the situation of Afghanist never in history A withdrawal of the war had been handled as badly or as incompetently as the withdrawal of Afghanist of the Administration Biden ,es,-0.39999999999999997,0.43333333333333335
una  humillación así no hubiese pasado con trump  en el poderde verdad una gran humillación para eeuu ,2021-08-30 20:11:51+00:00,A humiliation like this would not have happened with Trump in the power of truth a great humiliation for the US ,es,0.8,0.75
con trump  esto no pasaría ,2021-08-30 20:09:28+00:00,with Trump this would not happen ,es,0.0,0.0
¡atención ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda                             ,2021-08-30 20:06:40+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
¡atención ¿se  convirtió trump  en una religión sacan  imagen de donald  trump  en forma de buda     ,2021-08-30 19:50:57+00:00,"Attention, Trump became a religion take pictures of Donald Trump in the form of Buddha ",es,0.0,0.0
nada  que envidiar a trump  con la migra de la  ,2021-08-30 19:27:40+00:00,nothing to envy Trump with the migra of the ,es,0.0,0.0
trump  llama al gobierno estadounidense a establecer un  ultimátum contra el taliban  en afganistan  si no devuelven todo el equipo militar lo tomaremos por la fuerza o al menos bombardearlo ,2021-08-30 18:54:47+00:00,Trump calls on the US government to establish an ultimatum against the Taliban in Afghanistan if they do not return all the military team we will take it by force or at least bombard it ,es,-0.2,0.25
no  quiero ni imaginarme lo que hubiera sido esto en época de trump  ,2021-08-30 18:44:31+00:00,I do not even want to imagine what this would have been at TRUMP ,es,0.0,0.0
debra ernst  ohh  amigo y defendido por trump  luego  me dicen que debo acceder a que eeuu es el país de la libertad la  única libertad que permite esa nación es la de matar libremente asesino ,2021-08-30 18:31:41+00:00,Debra Ernst Ohh friend and defended by Trump then tell me that I must access that the US is the country of freedom the only freedom that allows that nation is to kill freely murderer ,es,0.2,0.9
grieta univ opinion  el universal mx  mx diputados  senadomexicano segobmx somos  kabul  talibanes  taliban trump  kabul airport   apontedavid afghanistan  speaker pelosi  mebrard lo mas visto  primeras planas  biden remorse  usa potus vp cia trump  ,2021-08-30 18:23:16+00:00,crack Univ Opinion Universal MX MX Deputies Senadomexican Segobmx We are Kabul Taliban Taliban Trump Kabul Airport Apontedavid Afghanistan Speaker Pelosi Mebrad The most seen Flat Flat Biden Remorse USA Potus VP Cia Trump ,es,0.11249999999999999,0.1875
en  plena polémica por las cifras del armamento rendido por el ejército de afganistan  trump  sigue con sus comunicados y acusa de incompetencia a la administración biden  y demanda que el equipo  incautado por los taliban  sea devuelto o por contra bombardeado y destruido ,2021-08-30 18:13:42+00:00,In full controversial by the figures of the armament rendered by the army of Afghanistan Trump continues with its communications and accuses of incompetence to the Biden and demand that the team seized by the Taliban is returned or against bombarded and destroyed ,es,0.45,0.75
plandemia   la ultima derivada   discovery channel   kilos mortales  una  hija del delivery  dice el cielo es el límitey es un globo  la esclavitud autoimpuesta   la verdad es una sola   cuando  el deep state hace prevalecer todos los embustes es víctima del fraude a trump  × ej fraude ,2021-08-30 17:57:05+00:00,plandemia The last derivative Discovery Channel kilos Mortales A daughter of the Delivery says heaven is a globe Self-imposed Slavery The truth is a single when the Deep State prevails All embusies is a victim of fraud to Trump × EJ Fraud ,es,-0.03660714285714286,0.18273809523809526
un  aliado de trump  pierde terreno en eeuu  covid  pandemia  ,2021-08-30 17:46:21+00:00,An ally of Trump loses ground in the US Covid pandemic ,es,-0.3,0.1
un  aliado de trump  pierde terreno en eeuu  covid  pandemia  ,2021-08-30 17:46:20+00:00,An ally of Trump loses ground in the US Covid pandemic ,es,-0.3,0.1
afganist án talibanes trump  biden  eeuu europa  espa ña afganist án y nosotros   víctimas del vergonzoso y trágico acuerdo entre donald  trump  y los talibanes    ,2021-08-30 17:19:47+00:00,Afghanistan Taliban Trump Biden USA Europe Spain Afghanistan and we victims of shameful and tragic agreement between Donald Trump and the Taliban ,es,-0.75,0.75
