Text,Datetime,Language,Translation,Polarity,Subjectivity
gregor gysi  emily sue  olaf scholz  abaerbock  sicherer  wird die aber auch nicht wenn ihr putin  in den arsch  kriecht  lieber  nato  amp biden  als krimbesetzung novischok navalny gulags berliner auftragsmorde  uä das  ist nämlich putins  realit ät ,2021-08-31 12:02:30+00:00,de,Gregor Gysi Emily Sue Olaf Scholz Abaerbock Safer will not be sure if your Putin in the ass crawls NATO AMP Biden as a crunchy Novischok Navalny Gulags Berlin Order Morde Uä That's Putin's Realit? ,0.5,0.8888888888888888
jetzt  ist die lage  wohl ganz anders oder herr  biden  kabul taliban afghanistan   ,2021-08-31 11:41:00+00:00,de,Now the situation is probably quite different or Mr. Biden Kabul Taliban Afghanistan ,0.0,0.6
die  usa biden  tätigen zuerst die strafaktionen  gegen die taliban  verlassen dann afghanistan  und lassen hunderte von usbürgern zurück wünschen denen womöglich noch good lucke menschenleben  selbst der eigenen leute  und helfer  zählen wohl nicht viel afghanistan disaster ,2021-08-31 11:33:12+00:00,de,The USA biders first make the penalty campaigns against the Taliban then leave Afghanistan and let hundreds of US citizens wish you maybe even Good Lucke Humenleben Himself of their own people and helper are not much Afghanistan Disaster ,0.36249999999999993,0.5333333333333333
lesenswerter  beitrag  von bastian brauns  zum usabzug  aus afghanistan  kabul   das  letztes kapitel  namens kapitulation     via tonline   blog   biden  taliban ,2021-08-31 11:00:02+00:00,de,Readswer Post by Bastian Brauns for the US Deduction from Afghanistan Kabul The Last Chapter called Captivity via Tonline Blog Biden Taliban ,0.0,0.06666666666666667
pr äsident joe biden  gibt heute gegen  uhr  mez ein statement  zum ende  des afghanistan einsatzes  ab   blog   biden ,2021-08-31 09:45:00+00:00,de,President Joe Biden today gives a statement towards the end of Afghanistan use from Blog Biden ,0.0,0.0
iger anstieg  der krankenhauseinweisungen  erreicht die tägliche rekordzahl  von  menschen kinder    hospitalizations top  daily average in us delta variant  cdc biden  corona  mutations usa   ,2021-08-31 09:19:00+00:00,de,Increase in hospital insights achieves the daily record number of people children Hospitalization Top Daily Average in US Delta Variant CDC Biden Corona Mutations USA ,0.0875,0.22499999999999998
wenn  ein dementer tattergreis  nicht mehr weiß was er vor  tagen  öffentlich gesagt hat  der  mann  ist mehr gefahr  für die welt  als die taliban   biden  afghanishtan  fail ,2021-08-31 08:08:16+00:00,de,If a denter tatter no longer knows what he said before days ago The man is more danger to the world as the Taliban biden Afghanishtan Fail ,0.0,0.39999999999999997
der  rückzug der roten  armee  markiert den anfang  vom ende  der sowjetunion  das  ist geschichte  wie  sich der amerikan rückzug auf die usau ßenpolitik auswirkt wird die zukunft  zeigen biden  ist innenpolitisch schon stark unter druck  die republicans  wittern morgenluft  ,2021-08-31 08:01:59+00:00,de,The retreat of the Red Army marks the beginning of the end of the Soviet Union that is history how the American withdrawal on the USA seasing policy will affect the future Biden is domestically politically under pressure The republicans wider mornial air ,0.0,0.05625
moin  ihr linksgrünen vollhonks  und herzlichen  gl ückwunsch mister  biden   das  ist es was ihr von euren afghanischen taliban  kumpels  zu erwarten habt  ,2021-08-31 07:51:45+00:00,de,moin her left-green full honks and heartfelt GL Oückwunsch Mister Biden It's what you have to expect from your Afghan Taliban buddies ,0.175,0.775
das  biden  amerikaner  und verb ündete in afghanistan  zurückgelassen hat ist für mich mit der ungeschützten deutschen grenze   das symbol  für die tonangebende linke selbstvernichtungsideologie  des westens  wir  können in d nur hoffen dass der widerstand  in den usa siegt,2021-08-31 07:48:08+00:00,de,The bid Americans and verb had left in Afghanistan for me with the unprotected German border the symbol of the Tone-wide Left Selfirrogenation Icroon of the West we can only hope that the resistance in the US wins ,0.06,0.24
usverteidigungsminister  austin  äußert sich in einem thread  zum ende  des einsatzes  in afghanistan    blog   biden  ,2021-08-31 07:30:00+00:00,de,US Death Minister Austin manifests itself in a thread towards the end of the use in Afghanistan Blog Biden ,0.0,0.0
wir  sehen gerade wie mit biden  ein linkes regime  kolossal versagt und dabei global massive sch äden anrichtet trotzdem  wollen die leute  in deutschland  mit scholz  und seinem koalitionspartner  der sed ein linkes regime  an die macht  bringen  🤦‍♂🤦‍♂🤦‍♂,2021-08-31 07:23:37+00:00,de,"We just like to see a left regime colossal with biders and gives globally massive Scheranen Nonetheless, people in Germany want to bring a left regime to power with Scholz and his coalition partner of the SED 🤦♂🤦♂🤦♂ ",0.075,0.45
dertcom endlich  kann kriegstreiber  biden  wieder feuern amp die durch den unfähigen trump  überfüllten bombenhallen  leeren denn wird nix verschossen wird nix produziert wird kein geld  verdient  ach herrlich so ein echter amerikanischer  pr äsident  usa usa usa ,2021-08-31 07:22:56+00:00,de,"Dertcom Finally, war driver biders can fire again amp emptying the bombing through the incompetent trump bombshindles because nothing is missed Nothing is produced no money earned Oh wonderful such a real American priceder USA USA USA ",0.13,0.5733333333333334
ustruppeneinsatz  in afghanistan  ist beendet letzter soldat  verlässt das land     infosunter politik afganisthan  usa biden ,2021-08-31 07:19:21+00:00,de,UStrooper's use in Afghanistan is finished last soldier leaves the country infosinner Politics Afganist than USA Biden ,0.0,0.06666666666666667
termine des tages  ⚖  uhr  urteil  im prozess  um illegaleswaffenlager   🤝  uhr  pressestatement   merkel  und kurz  in berlin    ⚕  uhr  söder gibt lagebericht  zu  in bayern  ab    uhr  afghanistan abzug  biden  wendet sich an die nation ,2021-08-31 06:54:07+00:00,de,Dates of the day ⚖ clock judgment in the process for illegal weapon camp 🤝 clock press rate Merkel and short in Berlin ⚕ watch Söder gives management report to in Bavaria from watch Afghanistan Departure bidene turns to the nation ,-0.25,0.4
olaf scholz  wobei  scholz  noch beweisen muss ob er so einen schönen von den widerlichen st örfeuern der retrumplikaner  amp islamterroristen  abgesehen linksrutsch  wie biden  hinbekommt er  sollte diesbezüglich mal innerlich hallo  zur linkspartei  sagen amp dielinke  zu den usdemokrat innen,2021-08-31 06:42:53+00:00,de,OLAF Scholz where Scholz still has to prove whether he has such a beautiful of the disgusting storns of the Retrumplikan amp Islamterroristen apart from left-slip like biders he should say inwardly hello to the Left Party Amp Dielinke to the US democrat inside ,-0.037500000000000006,0.625
