Text,Datetime,Translation,Language,Polarity,Subjectivity
nigdy  nie powinno się dopuścić do tragedii która wydarzyła się w kabul   napisał w oświadczeniu w czwartek poprzedni prezydent usa donald  trump   ,2021-08-27 06:20:00+00:00,You should never let the tragedy who happened in Kabul wrote in a statement on Thursday. Previous President of US Donald Trump ,pl,-0.16666666666666666,0.16666666666666666
d trump  tragedia  w kabulu  nigdy nie powinna była się zdarzyć ,2021-08-27 04:33:55+00:00,d Trump Tragedy in Kabul has never been to happen ,pl,0.0,0.0
donald  trump  krytykuje joe biden  jeste śmy słabi jesteśmy żałośni usa   ,2021-08-27 03:38:08+00:00,Donald Trump criticizes Joe Biden We are weak We are morbid ,pl,-0.375,0.625
a jeszcze niedawno prezydent trump  zarzekał się że isis zostało zniszczone w  ,2021-08-26 21:55:41+00:00,"And recently, President Trump complained that Isis was destroyed in ",pl,-0.15,0.225
trump  had zero new wars ,2021-08-26 19:14:03+00:00,trump  had zero new wars ,pl,0.13636363636363635,0.45454545454545453
by ły prezydent usa donald  trump  wyraził oburzenie faktem że większość z ewakuowanych z kabulu  to afga ńczycy sugerując że tysiące z nich mogą być terrorystami  wi ęcej na paradyzja   ,2021-08-26 15:07:30+00:00,"US President Donald Trump expressed indignation to the fact that most of the kabul evacuated from Kabul are Afga, suggesting that thousands of them can be terrorists at the paradise ",pl,0.5,0.5
zbiera  punkty na  razie ma ujemny dorobek w usa chyba że wróci trump  ,2021-08-26 07:44:54+00:00,He collects points for now has a negative achievement in the US unless you will come back Trump ,pl,-0.15,0.2
🤣🤣🤣  zeoliarmy  trump  ,2021-08-26 00:07:12+00:00,🤣🤣🤣  zeoliarmy  trump ,pl,0.0,0.0
mial  byc ford  trump  a bedzie plot  trump  swietna  zamiana,2021-08-25 20:25:03+00:00,It was supposed to be Ford Trump and there will be a trump swap ,pl,0.0,0.0
  jaki ś płaszczak mblaszczak chce budować płot  mam  nadzieję iż skończysz tak jak trump  ministerku od wojenek z potrzebującymi pomocy ludzi patafianie  ,2021-08-25 19:58:10+00:00,What a coat of MBLASZKAK I want to build a fence I hope that you will end like Trump Miecor since the war with those in need of people Patafienie ,pl,0.0,0.0
trump  kiedyś na wiecu krzyczał kto zapłaci za mur i pokazywał na swoich wyznawców którzy krzyczeli meksyk  nierozumiejąc że to oni mur trump  ,2021-08-25 19:12:41+00:00,Trump once on the rally shouted who will pay for the wall and showed on his followers who shouted Mexico without unresolving that they are a wall trump ,pl,0.0,0.0
trump zachęcał do zczepień zosta ł wygwizdany biden  i afganistan   totalna klęska  akalbarczyk  krzluksza   link do programu   nowa  strona  serdecznie  zapraszamy do oglądania programów na żywo ,2021-08-25 17:00:02+00:00,TROMP encouraged appeteated Biden and Afghanistan Total Davy Akalbarczyk Krzluchsza Link to the New Site program We cordially invite you to watch live programs ,pl,0.0909090909090909,0.5681818181818182
d trump  wśród ewakuowanych z afganistanu  są terroryści ,2021-08-25 13:34:44+00:00,D Trump among those evacuated from Afghanistan are terrorists ,pl,0.0,0.0
slawek konin  joe biden  gdy  to było wygodne joe biden  masowo zmieniał decyzje trump  za pomocą executive orders    ,2021-08-25 10:47:58+00:00,Slawek Konin Joe Biden When it was convenient Joe Biden massually changed the decisions of Trump using Executive Orders ,pl,0.0,0.0
pami ętacie te wrzaski że potus nas zdradził bo cofnął pseudo sankcje trump  w sprawie nord stream  tu  julitazl w dgprawna  dziennik pl o realnym uszkodzeniu interesów gazprom  czyli sporze prawnym i oczekiwaniu na wyrok niemieckiego sądu  ka żde rozstrzygniecie wali w rosj ę ,2021-08-25 08:39:44+00:00,"Members, these screams that Potus betrayed us because the pseudo Sanctions Trump in Nord Stream here Julitazl in DGPraw Dziennik en about real damage to Gazprom's interests or legal dispute and waiting for the verdict of the German court. ",pl,0.13333333333333333,0.16666666666666666
 trump zachęcał do szczepień zosta ł wygwizdany biden  i afganistan   totalna klęska ak albarczyk krzluksza   już jest nowa  strona  serdecznie  zapraszamy do oglądania programów na żywo   foto  facebook   ,2021-08-25 08:23:00+00:00,Trump encouraged for vaccination. Biden and Afghanistan Total Davy AK Albarczyk Krzluchzy is already a new site. We cordially invite you to watch live programs FotoBook ,pl,0.0909090909090909,0.5681818181818182
tak  w praktyce wyglądają skutki przejęcia sądownictwa nawet  w usa biden  trump  sądnajwy ższy sądy ,2021-08-25 07:05:45+00:00,"yes, in practice, the effects of taking over the judiciary even in the USA Biden Trump CourtesNable courts ",pl,0.0,0.0
program  imigracyjny trumpa  pozosta ń w meksyku  utrzymany przez sąd najwy ższy ,2021-08-25 06:45:50+00:00,The Trump Memigration Program remaining in Mexico maintained by the court of the highest ,pl,0.0,0.0
nawet  trump  nie pomoże chi ńskiwirus  wuhan virus  szczepimysie pandemic pandemia   ,2021-08-23 22:31:12+00:00,Even Trump will not help Chi Sniewirus Wuhan Virus Szczepimie Pandemic Pandemia ,pl,0.0,0.0
pami ętacie czasy kiedy to śmieszne filmiki były najstraszniejsza rzeczą jaką się działa w amerykańskiej polityce wygl ąda na to że coraz więcej osób za tym tęskni memy trump usa ,2021-08-23 18:55:34+00:00,memorial times when funny videos were the most terrible thing that works in American politics look that more and more people miss Memy Trump USA ,pl,0.125,0.5833333333333334
w najnowszym numerze „codziennej  » rosja  zakręca kurek z gazem polska  nie ustępuje łukaszence trump  joe  biden  skompromitował ameryk ę  wi ęcej na  kup  online na   gazeta polska codziennie  ,2021-08-23 04:15:14+00:00,"In the latest issue of ""Daily"" Russia, Russia turns the gas from Poland, Poland does not give way to Łukaszence TROMP Joe Biden Skompromitated Americas to buy online on Gazeta Polska every day ",pl,0.25,0.45
aż nie chce się wierzyć że najwi ększe mocarstwo  dało sobie wybrać taką piątą kolumnę to przebija nawet naszych genseków typu bieruta  będą konsekwencje na lata chyba nie staje mi wyobraźni  roluj ąc trump  wyrolowano ameryk ę afganisthan  ,2021-08-22 21:46:31+00:00,"until I do not want to believe that the biggest power gave you to choose such a fifth column, even our Bieruta gensions will be consequences for years I do not think I have an imagination rolling TRUMP Ruined Americas Afghanisthan ",pl,0.0,0.5
wspomnie ń czar biden  trump  ,2021-08-22 21:01:26+00:00,Memories Czar Biden Trump ,pl,0.0,0.0
israel  dr  zelenko  twórca zelenko protocol  lekarz trump  a o covid vaccines  to jest broń biologiczna  ludobójstwo genocide  depopulacja depopulation agenda  ofiara z dzieci  nie szczepimy sie  szczepimy si ę nieszczepimy si ę covid vaccinesideeffects  covid  sideeffect covid ,2021-08-22 17:16:10+00:00,Israel Dr Zelenko Creator Zelenko Protocol Physician Trump A O Covid Vaccines This is a biological weapon genocide Genocide Depopulation Depopulation Agenda Sacrifice with children. We are not vaccinated. We will not vaccinate ,pl,0.0,0.0
  wow  january  trump ,2021-08-22 14:16:15+00:00,wow  january  trump ,pl,0.1,1.0
usa donald  trump  skrytykował prezydenta joe  bidena  w związku z wycofaniem amerykańskich sił z afganistanu  w jego ocenie sytuacja wyglądałaby zupełnie inaczej gdyby to on nadal zasiadał w bia łym domu   mogli śmy wyjść z honorem  powiedział    ,2021-08-22 14:08:25+00:00,"US Donald Trump criticized President Joe Biden in connection with the withdrawal of American forces from Afghanistan in his evaluation, the situation would look completely different if he was still sitting in a white house, we could leave honor ",pl,0.0,0.19999999999999998
israel  dr zelenko  osobisty lekarz trump  a zeznaje przed sądem rabinackim że szczepionki na covid  to trucizna genocyd wojna biologiczna przeciw ludzkości ofiara składana z dzieci szczepimy si ę nie szczepimy sie  covidnsw nieszczepimysię corona  ,2021-08-22 12:00:18+00:00,Israel Dr. Zelenko Personal Physician Trump A testifies to the Rabinant court that the vaccine on COVID is a poison Genicide Biological war against humanity. Sacrifice. Folding from children. We will not vaccinate Covidnswi ,pl,0.0,0.3
  usa alabama  al mimo  deszczu tłumy na dzisiejszym wiecu trumpa  w alabamie   trump rally alabama  rsbnetwork  newsmax  oann ,2021-08-22 11:13:14+00:00,USA Alabama Al despite the rain. Crowds on today's Rally Trump in Alabamie Trump Rally Alabama Rsbnetwork Newsmax Oann ,pl,0.0,0.0
prezydent   donald  trump  joe biden  musi przeprosić ameryk ę za to że pozwolił wojsku wyjść przed cywilami i za to że pozwolił na przekazanie talibom wyrafinowanego sprzętu wojskowego o wartości  miliardów dolarów oraz rosji  i chinom  żeby mogli go skopiować 🤦  ,2021-08-22 10:51:56+00:00,President Donald Trump Joe Biden must apologize to Americas for allowing the army to get out of civilians and for allowing the Taliban of sophisticated military equipment worth billions of dollars and Russia and China to copy it 🤦 ,pl,0.2333333333333333,0.4000000000000001
gov ron de santis   nowy trump  z floryda   ,2021-08-22 10:15:00+00:00,Gov Ron de Santis New Trump from Florida ,pl,0.13636363636363635,0.45454545454545453
  biden  porażką usa go łąb pokoju  daje władzę diabłom   afganistan  talibowie  biden  trump  usa,2021-08-22 09:37:36+00:00,Biden's defeat USA pigeon room gives power Devils Afghanistan Taliban Biden Trump USA ,pl,0.0,0.0
rz ądy diabłów🤬🤬🤬 zbrodnicze  i barbarzyńskie rządy talib ów perfidnie wykorzystujące religię pami ętnik młodej kilkunastoletniej dziewczyny sprzed  lat  afganistan burning  afganistan women  afganistan  biden  usa trump  women talibowie ,2021-08-22 09:17:12+00:00,Rzady Devils Criminal and Barbarzyńskie Governments of Talib This Perfidious Religion Religion Rhinestone Young Torn Years Old Girls from Summer Afghanistan Burning Afghanistan Women Afghanistan Biden USA Trump Women Taliban ,pl,-0.06666666666666668,0.38333333333333336
amerykanie  przeciwnicy bidena  i wszelkiej maści lewactwa nie pozasypiali wida ć że chcą zmian i do zmian w  napewno dojdzie pytanie  czy w demokratyczny sposób trump  ,2021-08-22 07:59:48+00:00,Americans of the Bidena opponents and all levities have not been able to see that they want changes and to change in certainty whether the Democratic way of Trump will come ,pl,0.5,0.625
jack posobiec  trump ,2021-08-22 05:33:02+00:00,jack posobiec  trump ,pl,0.0,0.0
a jeśli jest to zaplanowana akcja trumpa   demokraci fałszują wybory wygrywa biden   szantażowany laptopem syna biden  zgadza się na nord stream    spektakularna porażka w afganistanie   impeachment i kompromitacja demokrat ów  trump  wraca w blasku chwały ust ąpić by wygrać ,2021-08-21 22:23:20+00:00,And if this is a scheduled action Trumpa Democrats falsifying the election wins the Biden blackmailed laptop son Biden agrees on Nord Stream a spectacular defeat in Afghanistan Impeachment and the compromise of the Democrat of TRUMP returns in the glory of glory to win ,pl,0.45,0.4
elibarbur w tym przypadku problemem nie są  prawicowe grupy o których braku pisze raport  fbi ale lewicowe czy  byli tam prowokatorzy z obozu wrogiego trump   ipptv,2021-08-21 20:14:09+00:00,"Elibarch In this case, the right-wing groups are not the right to write the FBI report but leftist or there were provocabats from the hostical camp of Trump IPPTV ",pl,0.11785714285714285,0.5678571428571428
media   macierewicz a trump  afganistan  biden  konsultacje odpowiedzialność  włączprawdę tvrepublika  ,2021-08-21 11:59:50+00:00,Media Macierewicz A Trump Afghanistan Biden Consultations Responsibility Enable TVRepublika ,pl,0.0,0.0
macierewicz a z całym szacunkiem dla prezydenta bidena  przerzucenie odpowiedzialności na trumpa  jest nieudolną próbą donald  trump  przygotował wszystko trafnie i wszystko było konsultowane z państwami które brały udział w misji afganistan ,2021-08-21 11:24:08+00:00,"Macierewicz and with all due respect to President Biden, the transfer of responsibility to Trump is an ineffective attempt to Donald Trump prepared everything accurately and everything was consulted with the countries who participated in the Afghanistan mission ",pl,0.13750000000000004,0.5041666666666667
paczajta  wyrok sędziego przywr ócić bezpieczeństwo graniczne do stanu poprzedniego biden trump ameryka  ,2021-08-21 09:26:23+00:00,Punzieta Judge Judge Restore Border Security to the previous state of Biden Trump America ,pl,-0.16666666666666666,0.16666666666666666
kasiababis lewicowy hub    jego  powinnien ograniczyć twitter  tak jak trump  🤔,2021-08-21 09:08:06+00:00,Kasia Babis leftist HUB should limit Twitter like Trump 🤔 ,pl,-0.05,0.6
andrzej szejna  w  gdyby prezydentem był  trump  to mielibyśmy taką samą sytuację to  właśnie on podpisał porozumienie z talibami i zapowiedział wycofanie się to  jeden z nielicznych elementów administracji bidena  gdzie kontynuuje politykę donalda  trumpa  afganistan ,2021-08-21 08:16:57+00:00,"Andrzej Szejna in if the president was Trump, we would have the same situation, which has signed an agreement with the Taliban and announced the withdrawal of this one of the few elements of the Bidena administration where the policy of Donald Trump Afghanistan continues ",pl,-0.1,0.1125
by ły starszy programista google  zach  vorhies   ujawnił że google  zmieniło algorytmy przy wyszukiwaniu wiadomości w czasie rządów d trump  punktując negatywne newsy o nim tak by były wyświetlane dłużej niż inne nagłówki tym samym urzeczywistniając teorie spiskowe,2021-08-21 07:38:33+00:00,"BY Senior Google Zach Vorhies programmer revealed that Google changed the algorithms when searching for messages during the D Trump rule, scoring negative news about it so that they are displayed longer than other headings thus realizing the conspiracy theories ",pl,-0.2125,0.3875
